ID,YR,PD,QTR,CATG_CD,PLAN_TO_NM,SALES_ORG,SALES_RPTG_CHNL_NM,SALES_RPTG_SUBCHNL_NM,SALES_RPTG_RETL_ENV_NM,VOL_NKG_QTY,GSV,NSV,COGS_DIR_CHRG_VAL,GROSS_PRFT_VAL,NSV_USD,GROSS_PRFT_VAL_USD,USD_RATE,SALES_REF_KEY
22,2022,P02,Q1,DAIRY,AMAZON_RETAIL,LATIN_AMERICA,E-COMMERCE,ONLINE_MARKETPLACE,SUBURBAN,42737.0,686569.0,563824.0,366486.0,197338.0,544372.0,190530.0,0.9655,2022_P02_DAIRY_AMAZON_RETAIL_LATIN_AMERICA_E-COMMERCE_ONLINE_MARKETPLACE_SUBURBAN
23,2022,P02,Q1,BAKERY,AEON_CO_LTD,NORTH_AMERICA,WHOLESALE,CASH_CARRY,SUBURBAN,19399.0,88939.0,65247.0,35886.0,29361.0,67792.0,30506.0,1.039,2022_P02_BAKERY_AEON_CO_LTD_NORTH_AMERICA_WHOLESALE_CASH_CARRY_SUBURBAN
24,2022,P02,Q1,DAIRY,LAWSON_INC,LATIN_AMERICA,RETAIL,SPECIALTY_STORES,PREMIUM,17648.0,85853.0,68350.0,44428.0,23922.0,64393.0,22537.0,0.9421,2022_P02_DAIRY_LAWSON_INC_LATIN_AMERICA_RETAIL_SPECIALTY_STORES_PREMIUM
25,2022,P02,Q1,CONFECTIONERY,SEVEN_ELEVEN,LATIN_AMERICA,CONVENIENCE,VENDING,PREMIUM,16119.0,208722.0,180836.0,86801.0,94035.0,179154.0,93160.0,0.9907,2022_P02_CONFECTIONERY_SEVEN_ELEVEN_LATIN_AMERICA_CONVENIENCE_VENDING_PREMIUM
26,2022,P02,Q1,CONFECTIONERY,KROGER_CO,ASIA_PACIFIC,WHOLESALE,DISTRIBUTORS,RURAL,21156.0,326999.0,236065.0,113311.0,122754.0,224828.0,116911.0,0.9524,2022_P02_CONFECTIONERY_KROGER_CO_ASIA_PACIFIC_WHOLESALE_DISTRIBUTORS_RURAL
27,2022,P02,Q1,BAKERY,WALMART_INC,EUROPE,E-COMMERCE,ONLINE_MARKETPLACE,RURAL,18173.0,236051.0,180039.0,99021.0,81018.0,194550.0,87548.0,1.0806,2022_P02_BAKERY_WALMART_INC_EUROPE_E-COMMERCE_ONLINE_MARKETPLACE_RURAL
28,2022,P02,Q1,FROZEN,WALMART_INC,ASIA_PACIFIC,RETAIL,SPECIALTY_STORES,URBAN,39680.0,470187.0,381529.0,236548.0,144981.0,416859.0,158406.0,1.0926,2022_P02_FROZEN_WALMART_INC_ASIA_PACIFIC_RETAIL_SPECIALTY_STORES_URBAN
29,2022,P03,Q1,DAIRY,WOOLWORTHS_GROUP,NORTH_AMERICA,RETAIL,SPECIALTY_STORES,PREMIUM,44271.0,283610.0,235150.0,152848.0,82302.0,231787.0,81125.0,0.9857,2022_P03_DAIRY_WOOLWORTHS_GROUP_NORTH_AMERICA_RETAIL_SPECIALTY_STORES_PREMIUM
30,2022,P03,Q1,CONFECTIONERY,TESCO_PLC,EUROPE,CONVENIENCE,VENDING,URBAN,40011.0,550318.0,438346.0,210406.0,227940.0,486126.0,252785.0,1.109,2022_P03_CONFECTIONERY_TESCO_PLC_EUROPE_CONVENIENCE_VENDING_URBAN
31,2022,P03,Q1,BAKERY,AEON_CO_LTD,ASIA_PACIFIC,CONVENIENCE,VENDING,RURAL,44605.0,215537.0,156421.0,86032.0,70389.0,159502.0,71776.0,1.0197,2022_P03_BAKERY_AEON_CO_LTD_ASIA_PACIFIC_CONVENIENCE_VENDING_RURAL
32,2022,P03,Q1,BEVERAGES,ALDI_GROUP,LATIN_AMERICA,WHOLESALE,CASH_CARRY,URBAN,21519.0,273479.0,220612.0,127955.0,92657.0,233893.0,98235.0,1.0602,2022_P03_BEVERAGES_ALDI_GROUP_LATIN_AMERICA_WHOLESALE_CASH_CARRY_URBAN
33,2022,P03,Q1,BAKERY,WOOLWORTHS_GROUP,LATIN_AMERICA,RETAIL,SPECIALTY_STORES,RURAL,31781.0,318912.0,236726.0,130199.0,106527.0,251853.0,113334.0,1.0639,2022_P03_BAKERY_WOOLWORTHS_GROUP_LATIN_AMERICA_RETAIL_SPECIALTY_STORES_RURAL
34,2022,P03,Q1,FROZEN,AEON_CO_LTD,LATIN_AMERICA,RETAIL,DISCOUNT_STORES,RURAL,38082.0,394021.0,321688.0,199447.0,122241.0,331371.0,125920.0,1.0301,2022_P03_FROZEN_AEON_CO_LTD_LATIN_AMERICA_RETAIL_DISCOUNT_STORES_RURAL
35,2022,P03,Q1,CONFECTIONERY,METRO_AG,EUROPE,CONVENIENCE,GAS_STATIONS,RURAL,16311.0,79283.0,71346.0,34246.0,37100.0,79501.0,41341.0,1.1143,2022_P03_CONFECTIONERY_METRO_AG_EUROPE_CONVENIENCE_GAS_STATIONS_RURAL
36,2022,P03,Q1,SNACKS,FAMILY_MART,ASIA_PACIFIC,WHOLESALE,BULK_SALES,PREMIUM,48477.0,688099.0,560855.0,291645.0,269210.0,623503.0,299281.0,1.1117,2022_P03_SNACKS_FAMILY_MART_ASIA_PACIFIC_WHOLESALE_BULK_SALES_PREMIUM
37,2022,P03,Q1,BAKERY,ALDI_GROUP,NORTH_AMERICA,FOODSERVICE,HOTELS,RURAL,21470.0,283474.0,250948.0,138021.0,112927.0,244750.0,110138.0,0.9753,2022_P03_BAKERY_ALDI_GROUP_NORTH_AMERICA_FOODSERVICE_HOTELS_RURAL
38,2022,P03,Q1,BEVERAGES,LIDL_STIFTUNG,NORTH_AMERICA,WHOLESALE,DISTRIBUTORS,VALUE,29716.0,162872.0,117437.0,68113.0,49324.0,123027.0,51672.0,1.0476,2022_P03_BEVERAGES_LIDL_STIFTUNG_NORTH_AMERICA_WHOLESALE_DISTRIBUTORS_VALUE
39,2022,P03,Q1,DAIRY,TARGET_CORP,EUROPE,CONVENIENCE,VENDING,SUBURBAN,36113.0,548204.0,429674.0,279288.0,150386.0,430662.0,150732.0,1.0023,2022_P03_DAIRY_TARGET_CORP_EUROPE_CONVENIENCE_VENDING_SUBURBAN
40,2022,P03,Q1,FROZEN,COSTCO_WHOLESALE,EUROPE,CONVENIENCE,VENDING,RURAL,37373.0,605816.0,517536.0,320872.0,196664.0,532855.0,202485.0,1.0296,2022_P03_FROZEN_COSTCO_WHOLESALE_EUROPE_CONVENIENCE_VENDING_RURAL
41,2022,P03,Q1,CONFECTIONERY,AEON_CO_LTD,LATIN_AMERICA,E-COMMERCE,DIRECT_TO_CONSUMER,RURAL,16607.0,229278.0,180817.0,86792.0,94025.0,183692.0,95520.0,1.0159,2022_P03_CONFECTIONERY_AEON_CO_LTD_LATIN_AMERICA_E-COMMERCE_DIRECT_TO_CONSUMER_RURAL
42,2022,P03,Q1,FROZEN,TARGET_CORP,EUROPE,E-COMMERCE,ONLINE_MARKETPLACE,URBAN,26063.0,135059.0,105250.0,65255.0,39995.0,103492.0,39327.0,0.9833,2022_P03_FROZEN_TARGET_CORP_EUROPE_E-COMMERCE_ONLINE_MARKETPLACE_URBAN
43,2022,P04,Q2,SNACKS,LAWSON_INC,ASIA_PACIFIC,RETAIL,SUPERMARKETS,URBAN,51552.0,846297.0,666460.0,346559.0,319901.0,668393.0,320829.0,1.0029,2022_P04_SNACKS_LAWSON_INC_ASIA_PACIFIC_RETAIL_SUPERMARKETS_URBAN
44,2022,P04,Q2,CONFECTIONERY,SEVEN_ELEVEN,MIDDLE_EAST_AFRICA,CONVENIENCE,AIRPORT_RETAIL,SUBURBAN,24411.0,301324.0,263670.0,126562.0,137108.0,259662.0,135024.0,0.9848,2022_P04_CONFECTIONERY_SEVEN_ELEVEN_MIDDLE_EAST_AFRICA_CONVENIENCE_AIRPORT_RETAIL_SUBURBAN
45,2022,P04,Q2,DAIRY,TESCO_PLC,ASIA_PACIFIC,E-COMMERCE,MOBILE_APP,SUBURBAN,38731.0,311051.0,248453.0,161494.0,86959.0,246441.0,86255.0,0.9919,2022_P04_DAIRY_TESCO_PLC_ASIA_PACIFIC_E-COMMERCE_MOBILE_APP_SUBURBAN
46,2022,P04,Q2,DAIRY,AEON_CO_LTD,LATIN_AMERICA,WHOLESALE,BULK_SALES,SUBURBAN,38653.0,635007.0,534020.0,347113.0,186907.0,582990.0,204046.0,1.0917,2022_P04_DAIRY_AEON_CO_LTD_LATIN_AMERICA_WHOLESALE_BULK_SALES_SUBURBAN
47,2022,P04,Q2,SNACKS,FAMILY_MART,LATIN_AMERICA,WHOLESALE,DISTRIBUTORS,PREMIUM,27327.0,145236.0,114306.0,59439.0,54867.0,110042.0,52820.0,0.9627,2022_P04_SNACKS_FAMILY_MART_LATIN_AMERICA_WHOLESALE_DISTRIBUTORS_PREMIUM
48,2022,P04,Q2,CONFECTIONERY,TESCO_PLC,EUROPE,FOODSERVICE,CATERING,VALUE,54886.0,472989.0,365742.0,175556.0,190186.0,368558.0,191650.0,1.0077,2022_P04_CONFECTIONERY_TESCO_PLC_EUROPE_FOODSERVICE_CATERING_VALUE
49,2022,P04,Q2,BAKERY,TARGET_CORP,MIDDLE_EAST_AFRICA,FOODSERVICE,HOTELS,URBAN,16885.0,177149.0,136314.0,74973.0,61341.0,148364.0,66764.0,1.0884,2022_P04_BAKERY_TARGET_CORP_MIDDLE_EAST_AFRICA_FOODSERVICE_HOTELS_URBAN
50,2022,P04,Q2,DAIRY,COSTCO_WHOLESALE,NORTH_AMERICA,WHOLESALE,DISTRIBUTORS,PREMIUM,47979.0,636576.0,544207.0,353735.0,190472.0,580778.0,203272.0,1.0672,2022_P04_DAIRY_COSTCO_WHOLESALE_NORTH_AMERICA_WHOLESALE_DISTRIBUTORS_PREMIUM
51,2022,P04,Q2,FROZEN,COSTCO_WHOLESALE,EUROPE,CONVENIENCE,AIRPORT_RETAIL,URBAN,34611.0,235019.0,204388.0,126721.0,77667.0,204429.0,77683.0,1.0002,2022_P04_FROZEN_COSTCO_WHOLESALE_EUROPE_CONVENIENCE_AIRPORT_RETAIL_URBAN
52,2022,P04,Q2,FROZEN,SEVEN_ELEVEN,LATIN_AMERICA,RETAIL,DISCOUNT_STORES,RURAL,16773.0,206234.0,181795.0,112713.0,69082.0,194757.0,74008.0,1.0713,2022_P04_FROZEN_SEVEN_ELEVEN_LATIN_AMERICA_RETAIL_DISCOUNT_STORES_RURAL
53,2022,P04,Q2,SNACKS,AEON_CO_LTD,MIDDLE_EAST_AFRICA,RETAIL,SUPERMARKETS,PREMIUM,17888.0,203836.0,178471.0,92805.0,85666.0,192410.0,92357.0,1.0781,2022_P04_SNACKS_AEON_CO_LTD_MIDDLE_EAST_AFRICA_RETAIL_SUPERMARKETS_PREMIUM
54,2022,P04,Q2,SNACKS,WALMART_INC,MIDDLE_EAST_AFRICA,RETAIL,SPECIALTY_STORES,VALUE,54662.0,727796.0,608465.0,316402.0,292063.0,605849.0,290807.0,0.9957,2022_P04_SNACKS_WALMART_INC_MIDDLE_EAST_AFRICA_RETAIL_SPECIALTY_STORES_VALUE
55,2022,P04,Q2,BAKERY,WOOLWORTHS_GROUP,MIDDLE_EAST_AFRICA,E-COMMERCE,ONLINE_MARKETPLACE,SUBURBAN,15279.0,210647.0,168889.0,92889.0,76000.0,189341.0,85204.0,1.1211,2022_P04_BAKERY_WOOLWORTHS_GROUP_MIDDLE_EAST_AFRICA_E-COMMERCE_ONLINE_MARKETPLACE_SUBURBAN
56,2022,P04,Q2,CONFECTIONERY,WOOLWORTHS_GROUP,EUROPE,WHOLESALE,CASH_CARRY,SUBURBAN,51880.0,614845.0,514126.0,246780.0,267346.0,518753.0,269752.0,1.009,2022_P04_CONFECTIONERY_WOOLWORTHS_GROUP_EUROPE_WHOLESALE_CASH_CARRY_SUBURBAN
57,2022,P05,Q2,FROZEN,AMAZON_RETAIL,LATIN_AMERICA,WHOLESALE,DISTRIBUTORS,SUBURBAN,48610.0,763504.0,684353.0,424299.0,260054.0,671145.0,255035.0,0.9807,2022_P05_FROZEN_AMAZON_RETAIL_LATIN_AMERICA_WHOLESALE_DISTRIBUTORS_SUBURBAN
58,2022,P05,Q2,BEVERAGES,FAMILY_MART,EUROPE,WHOLESALE,CASH_CARRY,URBAN,46373.0,570950.0,508072.0,294682.0,213390.0,534847.0,224636.0,1.0527,2022_P05_BEVERAGES_FAMILY_MART_EUROPE_WHOLESALE_CASH_CARRY_URBAN
59,2022,P05,Q2,SNACKS,KROGER_CO,NORTH_AMERICA,WHOLESALE,CASH_CARRY,VALUE,51450.0,560149.0,488405.0,253971.0,234434.0,499980.0,239990.0,1.0237,2022_P05_SNACKS_KROGER_CO_NORTH_AMERICA_WHOLESALE_CASH_CARRY_VALUE
60,2022,P05,Q2,DAIRY,COSTCO_WHOLESALE,MIDDLE_EAST_AFRICA,FOODSERVICE,RESTAURANTS,URBAN,27819.0,345350.0,272487.0,177117.0,95370.0,296439.0,103753.0,1.0879,2022_P05_DAIRY_COSTCO_WHOLESALE_MIDDLE_EAST_AFRICA_FOODSERVICE_RESTAURANTS_URBAN
61,2022,P05,Q2,FROZEN,LIDL_STIFTUNG,MIDDLE_EAST_AFRICA,CONVENIENCE,GAS_STATIONS,SUBURBAN,26312.0,245156.0,202539.0,125574.0,76965.0,223522.0,84939.0,1.1036,2022_P05_FROZEN_LIDL_STIFTUNG_MIDDLE_EAST_AFRICA_CONVENIENCE_GAS_STATIONS_SUBURBAN
62,2022,P05,Q2,BAKERY,KROGER_CO,MIDDLE_EAST_AFRICA,CONVENIENCE,VENDING,URBAN,18531.0,265421.0,206070.0,113339.0,92731.0,199888.0,89949.0,0.97,2022_P05_BAKERY_KROGER_CO_MIDDLE_EAST_AFRICA_CONVENIENCE_VENDING_URBAN
63,2022,P05,Q2,CONFECTIONERY,TESCO_PLC,MIDDLE_EAST_AFRICA,RETAIL,SPECIALTY_STORES,SUBURBAN,46004.0,250318.0,201472.0,96707.0,104765.0,204313.0,106242.0,1.0141,2022_P05_CONFECTIONERY_TESCO_PLC_MIDDLE_EAST_AFRICA_RETAIL_SPECIALTY_STORES_SUBURBAN
64,2022,P05,Q2,FROZEN,FAMILY_MART,NORTH_AMERICA,CONVENIENCE,AIRPORT_RETAIL,RURAL,54654.0,284742.0,227188.0,140857.0,86331.0,238116.0,90484.0,1.0481,2022_P05_FROZEN_FAMILY_MART_NORTH_AMERICA_CONVENIENCE_AIRPORT_RETAIL_RURAL
65,2022,P05,Q2,DAIRY,TESCO_PLC,ASIA_PACIFIC,RETAIL,SUPERMARKETS,URBAN,32707.0,364104.0,289618.0,188252.0,101366.0,315046.0,110266.0,1.0878,2022_P05_DAIRY_TESCO_PLC_ASIA_PACIFIC_RETAIL_SUPERMARKETS_URBAN
66,2022,P05,Q2,FROZEN,WALMART_INC,ASIA_PACIFIC,E-COMMERCE,DIRECT_TO_CONSUMER,URBAN,34117.0,454890.0,363010.0,225066.0,137944.0,402723.0,153035.0,1.1094,2022_P05_FROZEN_WALMART_INC_ASIA_PACIFIC_E-COMMERCE_DIRECT_TO_CONSUMER_URBAN
67,2022,P05,Q2,BEVERAGES,FAMILY_MART,EUROPE,FOODSERVICE,CAFES,VALUE,17592.0,153713.0,114320.0,66306.0,48014.0,120710.0,50698.0,1.0559,2022_P05_BEVERAGES_FAMILY_MART_EUROPE_FOODSERVICE_CAFES_VALUE
68,2022,P05,Q2,CONFECTIONERY,COSTCO_WHOLESALE,ASIA_PACIFIC,CONVENIENCE,AIRPORT_RETAIL,PREMIUM,30169.0,387083.0,314330.0,150878.0,163452.0,303706.0,157927.0,0.9662,2022_P05_CONFECTIONERY_COSTCO_WHOLESALE_ASIA_PACIFIC_CONVENIENCE_AIRPORT_RETAIL_PREMIUM
69,2022,P05,Q2,SNACKS,TARGET_CORP,ASIA_PACIFIC,WHOLESALE,CASH_CARRY,RURAL,22822.0,291577.0,210370.0,109392.0,100978.0,217838.0,104563.0,1.0355,2022_P05_SNACKS_TARGET_CORP_ASIA_PACIFIC_WHOLESALE_CASH_CARRY_RURAL
70,2022,P05,Q2,DAIRY,AEON_CO_LTD,EUROPE,CONVENIENCE,VENDING,VALUE,25636.0,325602.0,239158.0,155453.0,83705.0,247959.0,86785.0,1.0368,2022_P05_DAIRY_AEON_CO_LTD_EUROPE_CONVENIENCE_VENDING_VALUE
71,2022,P06,Q2,DAIRY,TARGET_CORP,MIDDLE_EAST_AFRICA,CONVENIENCE,GAS_STATIONS,SUBURBAN,42653.0,393165.0,338855.0,220256.0,118599.0,330858.0,115800.0,0.9764,2022_P06_DAIRY_TARGET_CORP_MIDDLE_EAST_AFRICA_CONVENIENCE_GAS_STATIONS_SUBURBAN
72,2022,P06,Q2,SNACKS,ALDI_GROUP,NORTH_AMERICA,FOODSERVICE,CATERING,RURAL,37974.0,372809.0,305747.0,158988.0,146759.0,315286.0,151338.0,1.0312,2022_P06_SNACKS_ALDI_GROUP_NORTH_AMERICA_FOODSERVICE_CATERING_RURAL
73,2022,P06,Q2,BAKERY,METRO_AG,ASIA_PACIFIC,RETAIL,SUPERMARKETS,SUBURBAN,48780.0,793371.0,664498.0,365474.0,299024.0,701444.0,315650.0,1.0556,2022_P06_BAKERY_METRO_AG_ASIA_PACIFIC_RETAIL_SUPERMARKETS_SUBURBAN
74,2022,P06,Q2,FROZEN,LAWSON_INC,ASIA_PACIFIC,CONVENIENCE,AIRPORT_RETAIL,VALUE,19256.0,121688.0,89748.0,55644.0,34104.0,97395.0,37010.0,1.0852,2022_P06_FROZEN_LAWSON_INC_ASIA_PACIFIC_CONVENIENCE_AIRPORT_RETAIL_VALUE
75,2022,P06,Q2,DAIRY,COSTCO_WHOLESALE,LATIN_AMERICA,E-COMMERCE,MOBILE_APP,VALUE,46294.0,612418.0,517734.0,336527.0,181207.0,488689.0,171041.0,0.9439,2022_P06_DAIRY_COSTCO_WHOLESALE_LATIN_AMERICA_E-COMMERCE_MOBILE_APP_VALUE
76,2022,P06,Q2,FROZEN,TESCO_PLC,MIDDLE_EAST_AFRICA,CONVENIENCE,GAS_STATIONS,URBAN,29605.0,253084.0,213246.0,132213.0,81033.0,202264.0,76860.0,0.9485,2022_P06_FROZEN_TESCO_PLC_MIDDLE_EAST_AFRICA_CONVENIENCE_GAS_STATIONS_URBAN
77,2022,P06,Q2,SNACKS,METRO_AG,LATIN_AMERICA,FOODSERVICE,CAFES,RURAL,20509.0,195587.0,171908.0,89392.0,82516.0,172578.0,82838.0,1.0039,2022_P06_SNACKS_METRO_AG_LATIN_AMERICA_FOODSERVICE_CAFES_RURAL
78,2022,P06,Q2,FROZEN,AMAZON_RETAIL,MIDDLE_EAST_AFRICA,FOODSERVICE,CATERING,PREMIUM,49521.0,723315.0,641068.0,397462.0,243606.0,652800.0,248064.0,1.0183,2022_P06_FROZEN_AMAZON_RETAIL_MIDDLE_EAST_AFRICA_FOODSERVICE_CATERING_PREMIUM
79,2022,P06,Q2,SNACKS,SEVEN_ELEVEN,LATIN_AMERICA,FOODSERVICE,CAFES,RURAL,31423.0,459435.0,401358.0,208706.0,192652.0,420142.0,201668.0,1.0468,2022_P06_SNACKS_SEVEN_ELEVEN_LATIN_AMERICA_FOODSERVICE_CAFES_RURAL
80,2022,P06,Q2,DAIRY,LIDL_STIFTUNG,LATIN_AMERICA,CONVENIENCE,AIRPORT_RETAIL,RURAL,40044.0,657504.0,587619.0,381952.0,205667.0,601017.0,210356.0,1.0228,2022_P06_DAIRY_LIDL_STIFTUNG_LATIN_AMERICA_CONVENIENCE_AIRPORT_RETAIL_RURAL
81,2022,P06,Q2,CONFECTIONERY,FAMILY_MART,ASIA_PACIFIC,WHOLESALE,CASH_CARRY,PREMIUM,51753.0,461836.0,382333.0,183520.0,198813.0,360693.0,187560.0,0.9434,2022_P06_CONFECTIONERY_FAMILY_MART_ASIA_PACIFIC_WHOLESALE_CASH_CARRY_PREMIUM
82,2022,P06,Q2,BEVERAGES,AEON_CO_LTD,EUROPE,WHOLESALE,CASH_CARRY,URBAN,35401.0,442919.0,319321.0,185206.0,134115.0,331902.0,139399.0,1.0394,2022_P06_BEVERAGES_AEON_CO_LTD_EUROPE_WHOLESALE_CASH_CARRY_URBAN
83,2022,P06,Q2,FROZEN,KROGER_CO,ASIA_PACIFIC,WHOLESALE,BULK_SALES,PREMIUM,37992.0,288762.0,232418.0,144099.0,88319.0,222238.0,84451.0,0.9562,2022_P06_FROZEN_KROGER_CO_ASIA_PACIFIC_WHOLESALE_BULK_SALES_PREMIUM
